Hi students! Please make sure to enter your zeros -- NOT seeing a fish / coral is just as informative as seeing it. ,,,,,,,,
BuddyPair,Year,Zone,Site,Transect,Type,Genus,HealthStatus,Count
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Pachyseris,Healthy,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Pavona,Healthy,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Pectinia,Healthy,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Physogyra,Healthy,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Platygyra,Healthy,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Pocillopora,Healthy,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Porites,Healthy,8
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Psammocora,Healthy,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Seriatopora,Healthy,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Stylophora,Healthy,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Symphyllia,Healthy,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Turbinaria,Healthy,0
Taylor_Gemma,2025,NoTake,Cattle,1,Soft Corals,Cervera,,0
Taylor_Gemma,2025,NoTake,Cattle,1,Soft Corals,Cladiella,,1
Taylor_Gemma,2025,NoTake,Cattle,1,Soft Corals,Clavularia,,5
Taylor_Gemma,2025,NoTake,Cattle,1,Soft Corals,Dendronephtya,,1
Taylor_Gemma,2025,NoTake,Cattle,1,Soft Corals,Lobophytum,,17
Taylor_Gemma,2025,NoTake,Cattle,1,Soft Corals,Nepthea,,0
Taylor_Gemma,2025,NoTake,Cattle,1,Soft Corals,Sarcophyton,,22
Taylor_Gemma,2025,NoTake,Cattle,1,Soft Corals,Sinularia,,0
Taylor_Gemma,2025,NoTake,Cattle,1,Soft Corals,Briareum,,0
Taylor_Gemma,2025,NoTake,Cattle,1,Macroalgae,Chlorodesmis,,0
Taylor_Gemma,2025,NoTake,Cattle,1,Macroalgae,Halimeda,,0
Taylor_Gemma,2025,NoTake,Cattle,1,Macroalgae,Padina,,0
Taylor_Gemma,2025,NoTake,Cattle,1,Macroalgae,Sargassum,,6
Taylor_Gemma,2025,NoTake,Cattle,1,Macroalgae,Turbinaria,,0
Taylor_Gemma,2025,NoTake,Cattle,1,Other,Antipatharians,,0
Taylor_Gemma,2025,NoTake,Cattle,1,Other,Soft corals,,0
Taylor_Gemma,2025,NoTake,Cattle,1,Other,Gorgonians,,0
Taylor_Gemma,2025,NoTake,Cattle,1,Other,Mille/Helio/Tubipora,,0
Taylor_Gemma,2025,NoTake,Cattle,1,Other,Zoanthids,,0
Taylor_Gemma,2025,NoTake,Cattle,1,Other,Clams,,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Acanthastrea,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Acropora,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Alveopora,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Astreopora,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Caulastrea,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Coeloseris,Diseased,1
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Coscinaraea,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Cyphastrea,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Diploastrea,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Dipsastrea (old Favia),Diseased,1
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Echinopora,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Euphyllia,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Favites,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Fungia,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Galaxea,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Goniastrea,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Goniopora,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Heliofungia,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Hydnophora,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Leptastrea,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Leptoria,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Leptoseris,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Lobophyllia,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Merulina,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Mycedium/Echinophyllia,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Montipora,Diseased,3
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Oxypora,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Pachyseris,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Pavona,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Pectinia,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Physogyra,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Platygyra,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Pocillopora,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Porites,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Psammocora,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Seriatopora,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Stylophora,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Symphyllia,Diseased,0
Taylor_Gemma,2025,NoTake,Cattle,1,Hard coral,Turbinaria,Diseased,0
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Acanthastrea,,0
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Acropora,Diseased,1
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Alveopora,,0
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Astreopora,,0
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Caulastrea,,0
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Coeloseris,,0
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Coscinaraea,,0
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Cyphastrea,,0
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Diploastrea,,0
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Dipsastrea (old Favia),,0
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Echinopora,,0
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Euphyllia,,0
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Favites,,0
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Fungia,Diseased,1
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Galaxea,Diseased,3
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Goniastrea,Diseased,1
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Goniopora,,0
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Heliofungia,,0
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Hydnophora,Diseased,1
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Leptastrea,,0
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Leptoria,,0
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Leptoseris,,0
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Lobophyllia,Diseased,4
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Merulina,Diseased,1
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Mycedium/Echinophyllia,,0
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Montipora,,0
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Oxypora,,0
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Pachyseris,,0
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Pavona,Diseased,2
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Pectinia,,0
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Physogyra,,0
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Platygyra,,0
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Pocillopora,,0
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Porites,Diseased,1
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Psammocora,,0
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Seriatopora,,0
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Stylophora,,0
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Symphyllia,,0
Jake_Will,2025,NoTake,Pioneer,1,Hard coral,Turbinaria,Diseased,2
Jake_Will,2025,NoTake,Pioneer,1,Soft Corals,Cervera,,0
Jake_Will,2025,NoTake,Pioneer,1,Soft Corals,Cladiella,,0
Jake_Will,2025,NoTake,Pioneer,1,Soft Corals,Clavularia,,0
Jake_Will,2025,NoTake,Pioneer,1,Soft Corals,Dendronephtya,,0
Jake_Will,2025,NoTake,Pioneer,1,Soft Corals,Lobophytum,Healthy,2
Jake_Will,2025,NoTake,Pioneer,1,Soft Corals,Nepthea,,0
Jake_Will,2025,NoTake,Pioneer,1,Soft Corals,Sarcophyton,Healthy,1
Jake_Will,2025,NoTake,Pioneer,1,Soft Corals,Sinularia,Healthy,1
Jake_Will,2025,NoTake,Pioneer,1,Soft Corals,Briareum,,0
Jake_Will,2025,NoTake,Pioneer,1,Macroalgae,Chlorodesmis,,0
Jake_Will,2025,NoTake,Pioneer,1,Macroalgae,Halimeda,,0
Jake_Will,2025,NoTake,Pioneer,1,Macroalgae,Padina,Healthy,1
Jake_Will,2025,NoTake,Pioneer,1,Macroalgae,Sargassum,Healthy,2
Jake_Will,2025,NoTake,Pioneer,1,Macroalgae,Turbinaria,,0
Jake_Will,2025,NoTake,Pioneer,1,Other,Antipatharians,,0
Jake_Will,2025,NoTake,Pioneer,1,Other,Soft corals,,0
Jake_Will,2025,NoTake,Pioneer,1,Other,Gorgonians,,0
Jake_Will,2025,NoTake,Pioneer,1,Other,Mille/Helio/Tubipora,,0
Jake_Will,2025,NoTake,Pioneer,1,Other,Zoanthids,,0
Jake_Will,2025,NoTake,Pioneer,1,Other,Clams,Healthy,1
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Acanthastrea,,0
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Acropora,Diseased,1
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Alveopora,,0
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Astreopora,,0
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Caulastrea,,0
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Coeloseris,,0
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Coscinaraea,,0
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Cyphastrea,,0
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Diploastrea,,0
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Dipsastrea (old Favia),,0
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Echinopora,,0
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Euphyllia,,0
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Favites,Diseased,1
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Fungia,,0
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Galaxea,Diseased,1
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Goniastrea,Diseased,1
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Goniopora,,0
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Heliofungia,,0
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Hydnophora,,0
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Leptastrea,,0
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Leptoria,,0
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Leptoseris,,0
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Lobophyllia,,0
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Merulina,,0
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Mycedium/Echinophyllia,,0
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Montipora,Diseased,2
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Oxypora,,0
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Pachyseris,,0
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Pavona,,0
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Pectinia,,0
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Physogyra,,0
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Platygyra,Diseased,1
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Pocillopora,Diseased,1
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Porites,Diseased,2
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Psammocora,,0
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Seriatopora,,0
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Stylophora,,0
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Symphyllia,,0
Jake_Will,2025,NoTake,Pioneer,2,Hard coral,Turbinaria,,0
Jake_Will,2025,NoTake,Pioneer,2,Soft Corals,Cervera,Diseased,1
Jake_Will,2025,NoTake,Pioneer,2,Soft Corals,Cladiella,,0
Jake_Will,2025,NoTake,Pioneer,2,Soft Corals,Clavularia,,0
Jake_Will,2025,NoTake,Pioneer,2,Soft Corals,Dendronephtya,Healthy,1
Jake_Will,2025,NoTake,Pioneer,2,Soft Corals,Lobophytum,Healthy,2
Jake_Will,2025,NoTake,Pioneer,2,Soft Corals,Nepthea,,0
Jake_Will,2025,NoTake,Pioneer,2,Soft Corals,Sarcophyton,,0
Jake_Will,2025,NoTake,Pioneer,2,Soft Corals,Sinularia,Healthy,2
Jake_Will,2025,NoTake,Pioneer,2,Soft Corals,Briareum,,0
Jake_Will,2025,NoTake,Pioneer,2,Macroalgae,Chlorodesmis,,0
Jake_Will,2025,NoTake,Pioneer,2,Macroalgae,Halimeda,,0
Jake_Will,2025,NoTake,Pioneer,2,Macroalgae,Padina,Healthy,0
Jake_Will,2025,NoTake,Pioneer,2,Macroalgae,Sargassum,,0
Jake_Will,2025,NoTake,Pioneer,2,Macroalgae,Turbinaria,Healthy,2
Jake_Will,2025,NoTake,Pioneer,2,Other,Antipatharians,,0
Jake_Will,2025,NoTake,Pioneer,2,Other,Soft corals,,0
Jake_Will,2025,NoTake,Pioneer,2,Other,Gorgonians,,0
Jake_Will,2025,NoTake,Pioneer,2,Other,Mille/Helio/Tubipora,,0
Jake_Will,2025,NoTake,Pioneer,2,Other,Zoanthids,,0
Jake_Will,2025,NoTake,Pioneer,2,Other,Clams,,0
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Acanthastrea,,0
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Acropora,Diseased,1
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Alveopora,,0
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Astreopora,,0
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Caulastrea,,0
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Coeloseris,,0
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Coscinaraea,,0
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Cyphastrea,,0
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Diploastrea,Healthy,2
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Dipsastrea (old Favia),,0
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Echinopora,,0
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Euphyllia,,0
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Favites,,0
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Fungia,,0
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Galaxea,,3
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Goniastrea,Healthy,8
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Goniopora,Healthy,2
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Heliofungia,,0
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Hydnophora,,0
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Leptastrea,,0
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Leptoria,,0
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Leptoseris,,0
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Lobophyllia,,0
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Merulina,,0
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Mycedium/Echinophyllia,,0
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Montipora,Healthy,1
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Oxypora,,0
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Pachyseris,,0
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Pavona,,0
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Pectinia,Healthy,1
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Physogyra,,0
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Platygyra,Healthy,3
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Pocillopora,,0
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Porites,Healthy,3
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Psammocora,,0
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Seriatopora,,0
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Stylophora,,0
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Symphyllia,,0
Jake_Will,2025,NoTake,Fantome,1,Hard coral,Turbinaria,,0
Jake_Will,2025,NoTake,Fantome,1,Soft Corals,Cervera,,0
Jake_Will,2025,NoTake,Fantome,1,Soft Corals,Cladiella,,0
Jake_Will,2025,NoTake,Fantome,1,Soft Corals,Clavularia,,0
Jake_Will,2025,NoTake,Fantome,1,Soft Corals,Dendronephtya,Healthy,2
Jake_Will,2025,NoTake,Fantome,1,Soft Corals,Lobophytum,,5
Jake_Will,2025,NoTake,Fantome,1,Soft Corals,Nepthea,,0
Jake_Will,2025,NoTake,Fantome,1,Soft Corals,Sarcophyton,Healthy,3
Jake_Will,2025,NoTake,Fantome,1,Soft Corals,Sinularia,,0
Jake_Will,2025,NoTake,Fantome,1,Soft Corals,Briareum,,0
Jake_Will,2025,NoTake,Fantome,1,Macroalgae,Chlorodesmis,,0
Jake_Will,2025,NoTake,Fantome,1,Macroalgae,Halimeda,,0
Jake_Will,2025,NoTake,Fantome,1,Macroalgae,Padina,,0
Jake_Will,2025,NoTake,Fantome,1,Macroalgae,Sargassum,,0
Jake_Will,2025,NoTake,Fantome,1,Macroalgae,Turbinaria,,0
Jake_Will,2025,NoTake,Fantome,1,Other,Antipatharians,,0
Jake_Will,2025,NoTake,Fantome,1,Other,Soft corals,,0
Jake_Will,2025,NoTake,Fantome,1,Other,Gorgonians,,0
Jake_Will,2025,NoTake,Fantome,1,Other,Mille/Helio/Tubipora,,0
Jake_Will,2025,NoTake,Fantome,1,Other,Zoanthids,,0
Jake_Will,2025,NoTake,Fantome,1,Other,Clams,Healthy,2
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Acanthastrea,,0
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Acropora,Diseased,7
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Alveopora,,0
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Astreopora,,0
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Caulastrea,,0
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Coeloseris,,0
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Coscinaraea,,0
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Cyphastrea,,0
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Diploastrea,,0
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Dipsastrea (old Favia),,0
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Echinopora,,0
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Euphyllia,,0
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Favites,,0
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Fungia,,0
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Galaxea,,0
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Goniastrea,Healthy,3
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Goniopora,Healthy,2
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Heliofungia,,0
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Hydnophora,,0
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Leptastrea,,0
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Leptoria,,0
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Leptoseris,,0
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Lobophyllia,,0
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Merulina,Healthy,5
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Mycedium/Echinophyllia,,0
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Montipora,,0
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Oxypora,,0
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Pachyseris,,0
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Pavona,Healthy,1
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Pectinia,,0
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Physogyra,,0
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Platygyra,Healthy,2
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Pocillopora,Healthy,1
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Porites,Healthy,2
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Psammocora,,0
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Seriatopora,,0
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Stylophora,,0
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Symphyllia,,0
Jake_Will,2025,NoTake,Fantome,2,Hard coral,Turbinaria,,0
Jake_Will,2025,NoTake,Fantome,2,Soft Corals,Cervera,,0
Jake_Will,2025,NoTake,Fantome,2,Soft Corals,Cladiella,,0
Jake_Will,2025,NoTake,Fantome,2,Soft Corals,Clavularia,,0
Jake_Will,2025,NoTake,Fantome,2,Soft Corals,Dendronephtya,,0
Jake_Will,2025,NoTake,Fantome,2,Soft Corals,Lobophytum,Healthy,2
Jake_Will,2025,NoTake,Fantome,2,Soft Corals,Nepthea,,0
Jake_Will,2025,NoTake,Fantome,2,Soft Corals,Sarcophyton,,0
Jake_Will,2025,NoTake,Fantome,2,Soft Corals,Sinularia,,0
Jake_Will,2025,NoTake,Fantome,2,Soft Corals,Briareum,,0
Jake_Will,2025,NoTake,Fantome,2,Macroalgae,Chlorodesmis,,0
Jake_Will,2025,NoTake,Fantome,2,Macroalgae,Halimeda,,0
Jake_Will,2025,NoTake,Fantome,2,Macroalgae,Padina,,0
Jake_Will,2025,NoTake,Fantome,2,Macroalgae,Sargassum,,0
Jake_Will,2025,NoTake,Fantome,2,Macroalgae,Turbinaria,,0
Jake_Will,2025,NoTake,Fantome,2,Other,Antipatharians,,0
Jake_Will,2025,NoTake,Fantome,2,Other,Soft corals,,0
Jake_Will,2025,NoTake,Fantome,2,Other,Gorgonians,,0
Jake_Will,2025,NoTake,Fantome,2,Other,Mille/Helio/Tubipora,,0
Jake_Will,2025,NoTake,Fantome,2,Other,Zoanthids,,0
Jake_Will,2025,NoTake,Fantome,2,Other,Clams,,0
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Acanthastrea,,0
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Acropora,Diseased,5
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Alveopora,,0
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Astreopora,,0
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Caulastrea,,0
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Coeloseris,Healthy,2
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Coscinaraea,,0
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Cyphastrea,Healthy,1
